,cell_type,gbar_Im,gbar_Ih,gbar_NaTs,gbar_Nap,gbar_K_P,gbar_K_T,gbar_SK,gbar_Kv3_1,gbar_Ca_HVA,gbar_Ca_LVA,gamma_CaDynamics,decay_CaDynamics,soma_g_pas,axon_g_pas,dend_g_pas,apic_g_pas,gbar_NaV,gbar_Kd,gbar_Kv2like,gbar_Im_v2,cre_line,dendrite_type
1807,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1808,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1809,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1810,Pvalb-IRES-Cre__L2/3__inh,,0.0005368876061725564,,,,0.05874513218463723,1.9013387139523709e-06,1.0404564574701622,0.0005918445172867872,0.007806751673091319,0.007789408338094784,457.2848129791671,0.00036310219173887214,0.0008226035033902428,7.991632903897684e-07,,0.05041124606260161,2.3232698642683405e-07,0.015991680987486913,0.002484203907780725,Pvalb-IRES-Cre,aspiny
1811,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,sparsely spiny
1812,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny
1813,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
1814,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1815,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1816,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1817,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1818,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1819,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1820,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1821,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1822,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1823,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1824,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
1825,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1826,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1827,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25|Pvalb-T2A-Dre,aspiny
1828,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1829,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1830,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1831,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1832,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
1833,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,aspiny
1834,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1835,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1836,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1837,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,sparsely spiny
1838,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1839,Sst-IRES-Cre__L5__inh,,0.0032193753841049835,,,,0.02437495014564046,3.566432248803701e-09,0.1193121733492937,0.00021062835453921136,0.006786736645555165,0.0214801600413838,263.63284111814977,0.0005677368348607477,0.0007207168379840767,2.340741313708446e-05,,0.03568799379905063,2.0247750306366328e-08,6.521450658075551e-05,0.0026541780110627016,Sst-IRES-Cre,aspiny
1840,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,sparsely spiny
1841,False,8.329400036890534e-05,0.003118970119920395,1.3374631948604352,0.002636527029219338,0.017566620006595368,0.05027634531475478,0.00806797823110253,0.3795240391917077,1.794480402553919e-05,3.888585105177311e-06,0.02237645001973736,903.2423988440007,0.0002953581822775727,0.0004915684047933953,1.1042574166444883e-05,1.340960323432098e-07,,,,,Human,spiny
1842,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1843,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1844,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1845,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,sparsely spiny
1846,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1847,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1848,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1849,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1850,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1851,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1852,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1853,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1854,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
1855,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1856,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1857,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1858,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,spiny
1859,Rorb-IRES2-Cre__L5__exc,0.0008918408070818672,0.00011812654455731118,0.4864190039051536,0.0010371621544625546,6.245744270980125e-06,1.7381811084078713e-05,0.07623416581602012,0.2446695528491868,0.0008971573089496484,3.690119696938416e-05,6.745013002655552e-05,854.8355936109108,8.141403753568652e-05,3.640226401521568e-05,1.3790250751382795e-07,0.00029801513202669594,,,,,Rorb-IRES2-Cre,spiny
1860,False,,,,,,,,,,,,,,,,,,,,,Glt25d2-Cre_NF107,spiny
1861,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1862,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1863,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1864,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1865,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1866,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1867,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1868,Rorb-IRES2-Cre__L5__exc,0.003123610686997366,8.116572688282986e-05,1.411662934540176,0.00022096259938057529,0.00210884707017122,0.003890306610187593,0.017600941841553332,0.3535129487503553,0.000987941743970154,0.007822692868069645,0.0005746596799238058,242.86193209481044,0.0004089267542247812,0.0003039014590584025,2.308500356513906e-07,1.0000039119201464e-07,,,,,Rorb-IRES2-Cre,spiny
1869,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1870,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1871,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
1872,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1873,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1874,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
1875,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1876,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1877,Rbp4-Cre_KL100__L4__exc,3.583104606811317e-07,0.0008245594452786768,1.7057586476320823,0.001237343601431547,0.04406692443321632,0.0036854358538674905,0.15513355160133413,0.236284146732532,0.0005567642442145845,0.00857270720241457,3.596060574593829e-05,446.2691246326407,0.0008551598984258801,0.0009515728263821788,6.811706250184947e-06,7.239647951784895e-05,,,,,Rbp4-Cre_KL100,spiny
1878,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1879,Htr3a-Cre_NO152__L2/3__inh,,4.1049830616649553e-08,,,,2.2915192618006272e-05,7.662927449868734e-13,0.06325602313063437,2.7503132898396556e-05,0.005291137039223617,0.0475591917612464,508.17777098795057,0.0004947201487098147,0.0009934543258562198,1.16411790263639e-06,,0.02889390674148701,2.806228659539989e-05,0.0019658318551301537,0.0026901705442374736,Htr3a-Cre_NO152,aspiny
1880,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1881,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1882,Cux2-CreERT2__L4__exc,0.004087072980548812,6.780243033688294e-13,1.3191294036159271,4.5533242731821137e-10,0.00907294357694377,4.431145944616689e-07,0.00029032610066437314,0.14034058398213978,2.119264765584005e-05,2.876638163201717e-06,0.04625710173853075,790.8622765067827,0.0005511949700949459,0.0006836578378346161,3.484753641987742e-06,3.3396950585706144e-06,,,,,Cux2-CreERT2,spiny
1883,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
1884,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1885,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny
1886,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
1887,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1888,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1889,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1890,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1891,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1892,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1893,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1894,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1895,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1896,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1897,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1898,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
1899,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1900,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1901,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1902,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
1903,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1904,False,,,,,,,,,,,,,,,,,,,,,Penk-IRES2-Cre-neo,spiny
1905,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1906,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1907,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1908,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1909,False,,0.002359960329097352,,,,0.01497670907397322,0.00011428080746062051,0.2836108613742969,4.1512980368879744e-05,0.004279463099183968,0.029042948872522463,850.6237331138716,0.000999986379695257,0.00042583341472270613,1.0003739378598373e-07,1.6959790688064127e-07,0.2337165328444021,1.3401465845598332e-05,0.03941741917291855,0.0014711724535552918,Human,spiny
1910,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,spiny
1911,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,sparsely spiny
1912,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1913,False,,0.00011083463594914187,,,,1.9514704214208367e-05,6.502703859923612e-05,0.2397457230754925,0.0007187893741281233,0.004452354437271497,0.00176283466034467,996.2437829280583,0.0006888018281635251,0.0006154984399698803,5.7106519344647176e-06,1.0043192580158053e-07,0.1130956496607413,8.588377415717723e-10,0.0216547360468356,0.0015543640530744766,Human,spiny
1914,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,sparsely spiny
1915,Nr5a1-Cre__L2/3__exc,0.002677882739485449,7.13017755948897e-11,0.6036124174140801,3.993241030397776e-07,1.2694020181558408e-05,0.00010246026804328068,0.0005634655624447983,0.11136782052033778,0.00051543516120721,0.0051929141814880935,0.0006001661139442465,716.7898103235257,1.110141912631253e-07,0.0007575938307735281,6.944236556364552e-06,0.0004493603628882956,,,,,Nr5a1-Cre,spiny
1916,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1917,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1918,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1919,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1920,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1921,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,spiny
1922,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1923,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
1924,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
1925,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
1926,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1927,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1928,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1929,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1930,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,sparsely spiny
1931,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1932,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1933,Rbp4-Cre_KL100__L5__exc,0.0001576967309624152,6.067910592100212e-07,0.5076133197649907,0.0009633492710466867,0.093739799901252,0.0024412558196943816,0.0013966903168083464,0.16106775310591034,0.000688801164405939,0.007156627908759094,0.0003500614662364093,908.2414079794348,0.00013969873585652462,5.0355149608116206e-06,2.824157136675374e-07,0.00024087740237299966,,,,,Rbp4-Cre_KL100,spiny
1934,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1935,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1936,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1937,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1938,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1939,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1940,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1941,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1942,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
1943,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1944,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1945,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1946,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
1947,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1948,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
1949,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1950,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1951,Htr3a-Cre_NO152__L5__inh,,4.6720306304753257e-07,,,,0.04120245395608407,1.4067175057680654e-07,0.2281604056092542,0.0008560018309686152,4.6885703875703256e-05,0.01617590785907994,394.06390860294334,0.00034750062356138096,0.0005301389110074405,7.381168230971506e-05,,0.030104941086397382,2.1043627609459877e-05,0.003909970627563035,0.004764614430544168,Htr3a-Cre_NO152,aspiny
1952,False,9.282911980837415e-08,0.00010841178515441641,0.8220748125148258,1.406599363944494e-05,0.0003614743516177077,0.0009856213791034976,0.001136320845658574,0.1697555753320953,0.00040976966425471074,0.0073858411525909145,0.0010705691426712404,540.5490335465888,0.00013844165004075728,5.5685533317434485e-05,2.2878346180676112e-05,1.2259917163267972e-06,,,,,Human,spiny
1953,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1954,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1955,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1956,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1957,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1958,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1959,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1960,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1961,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1962,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1963,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1964,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1965,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1966,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1967,Pvalb-IRES-Cre__L5__inh,,0.0002120036645924594,,,,0.038022578439225824,2.2755199319157704e-05,0.4131942650469637,0.0009919515979299293,0.002470329736256127,0.011629537280340286,484.4936998572174,0.0001567623783779696,0.00020608062814535952,8.370689659959018e-06,,0.06843473829341529,3.7959112552110605e-06,0.021716134698005183,0.008199019335363997,Pvalb-IRES-Cre,aspiny
1968,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1969,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
1970,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny
1971,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1972,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1973,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
1974,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1975,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1976,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1977,False,,,,,,,,,,,,,,,,,,,,,Human,sparsely spiny
