,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,avg_isi,electrode_0_pa,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,has_burst,has_delay,has_pause,hausdorff_dimension,id_x,id_y,input_resistance_mohm,latency,max_branch_order,max_euclidean_distance,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,rheobase_sweep_id,rheobase_sweep_number,ri,sag,scale_factor_x,scale_factor_y,scale_factor_z,seal_gohm,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,soma_surface,specimen_id,superseded,tags,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,thumbnail_sweep_id,total_length,total_surface,total_volume,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,species,cre_line,dendrite_type,nm_id,gbar_Im,gbar_Ih,gbar_NaTs,gbar_Nap,gbar_K_P,gbar_K_T,gbar_SK,gbar_Kv3_1,gbar_Ca_HVA,gbar_Ca_LVA,gamma_CaDynamics,decay_CaDynamics,soma_g_pas,axon_g_pas,dend_g_pas,apic_g_pas,gbar_NaV,gbar_Kd,gbar_Kv2like,gbar_Im_v2,structure_layer,reconstruction_type,gbar_Im_abs,gbar_Ih_abs,gbar_NaTs_abs,gbar_Nap_abs,gbar_K_P_abs,gbar_K_T_abs,gbar_SK_abs,gbar_Kv3_1_abs,gbar_Ca_HVA_abs,gbar_Ca_LVA_abs,gamma_CaDynamics_abs,decay_CaDynamics_abs,soma_g_pas_abs,axon_g_pas_abs,dend_g_pas_abs,apic_g_pas_abs,gbar_NaV_abs,gbar_Kd_abs,gbar_Kv2like_abs,gbar_Im_v2_abs
327,,0.8789674050682941,0.20011198618717202,43.7837837837838,0.8900914155196129,113.670625,10.2162497211955,0.12417061771537499,1.147385,2.1480200000000003,1.0254,-43.031253814697294,-44.1875,-46.875003814697294,False,False,False,,480119173,492100936.0,253.89953599999998,0.0458700000000001,10.0,515.6389762782579,592.995443743926,dendrite-only,37.0,84.0,3428.0,10.0,47.0,169.2378,602.0372804595929,331.213702557876,1.14374,2.144635,1.0232299999999999,31.0000019073486,39.5,35.25,480118300,42,331.250011920929,0.142237156629562,0.1144,0.1144,0.28,1.574997248,1.1978799999999998,2.215035,1.18117,-50.34375,-52.875,-61.0,210.763033762372,480116737,False,3D Neuron Reconstruction morphology,49.7167411658259,30.0000019073486,28.125,509.99996948242205,1.14305,2.143995,1.0226950000000001,-34.3437538146973,-37.3125,-42.1875,480118280,3955.4386843671,2491.81376883225,129.486028151593,1.1978799999999998,2.215035,1.18117,-50.34375,-52.875,-61.000003814697294,2.85344748318012,2.9634292558646,3.12193365557431,-101.84375,-61.39517974853521,Mus musculus,Rorb-IRES2-Cre,spiny,482655070.0,0.0041499285804695325,9.927991554429737e-05,0.19932648042504328,0.0008594747879183906,0.002434595883838771,0.000507429787675262,0.07204359812052485,0.011013924085023264,0.0004299609564250604,0.007396371888682494,5.734381685452706e-05,653.0269149358495,0.00028589649693349804,0.00020370681776208424,1.158136241556832e-05,0.0006725531797212758,,,,,5,dendrite-only,0.8746515375169326,0.020924536191788187,42.01065372355818,0.18114551374395127,0.5131228144632428,0.1069474414718345,15.18412730303894,2.3213280537879606,0.09061987557551676,1.5588817780934476,0.012085956807773964,137633.93372036208,0.06025641303573873,0.04293386690961552,0.002440923077806692,0.1417493485245859,,,,
328,,0.915503165909025,0.15967310661636902,43.6285714285714,0.871364605905011,28.045454545454607,-51.6562521923891,0.5627784343045871,1.20879,14.654010000000001,1.02387583333333,-58.812503814697294,-57.1666692097982,-60.2760442097982,False,False,False,,484652674,496079599.0,99.442536,0.045965,5.0,194.93816747999801,222.08459655317998,dendrite-only,18.0,42.0,1711.0,6.0,24.0,50.6965,370.33172555560304,210.353828462357,1.2081549999999999,14.6534,1.02321583333333,19.1875,23.0625012715658,21.0781257947286,484635603,88,67.3439055681229,0.0821302458643913,0.1144,0.1144,0.28,2.69844352,,,1.2025525,,,-73.5364608764648,165.785221052221,484635029,False,3D Neuron Reconstruction morphology,4.751056824361889,330.0,340.875,750.0,1.2079,14.653135,1.02298416666667,-36.0937538146973,-33.9166679382324,-40.3020846048991,484635553,1957.07547255245,983.087036438033,40.6402077918697,1.208835,14.654053333333302,1.2025525,-58.9375,-57.2500025431315,-73.5364608764648,1.3309374363073798,1.26558679392397,1.3361568026412298,-90.0,-72.9205703735352,Mus musculus,Pvalb-IRES-Cre,aspiny,485602029.0,,0.0007694468093242721,,,,0.0933220359405086,0.0004701585015538586,0.3938822035904734,6.9593953055434445e-06,0.004766003631362749,0.024993808557488,72.61439757952255,3.119908129269613e-05,2.9182035819846925e-05,1.4994728060212793e-05,,0.08094368058944923,1.3967077480966586e-07,0.00220838692830113,0.011889907953379556,2/3,dendrite-only,,0.1275629093717506,,,,15.471414357440532,0.07794533110968743,65.29984819078254,0.001153764889119309,0.7901329655611614,4.143604076640041,12038.393954295007,0.005172346588735841,0.004837950259147154,0.002485904306080319,,13.41926597930221,2.3155350276355434e-05,0.3661179150772382,1.9711710183415903
329,,0.900488147457342,0.340887110347353,42.8157894736842,0.873413590823442,58.8525,-3.47000011190202,0.223297732686608,1.10369,2.9317966666666697,1.02572833333333,-55.59375,-54.3958333333333,-57.1927096048991,False,False,False,,483020982,496001083.0,208.03191999999999,0.0229250000000001,4.0,396.719119568367,432.435914153378,dendrite-only,19.0,44.0,1698.0,6.0,25.0,95.5928,455.239660545432,190.836165108052,1.101475,2.92959833333333,1.0235375,42.2500038146973,43.645835876464794,44.5416692097982,483020314,42,143.74999701976802,0.0144921345636249,0.1144,0.1144,0.28,1.69298496,1.43615,2.9572333333333303,1.7682900000000001,-58.593753814697294,-58.020835876464794,-82.85416793823241,84.63999728564909,483020137,False,3D Neuron Reconstruction morphology,13.0370818304938,110.0,47.7083333333333,560.0,1.10096,2.9291133333333303,1.0231125,-43.281253814697294,-40.9583333333333,-50.119792302449504,483020300,1965.84885818034,2110.15508181615,198.114835253727,1.43615,2.9572333333333303,1.7682900000000001,-58.593753814697294,-58.020835876464794,-82.8541692097982,3.35211272614071,3.53927091408593,4.104519544665751,-99.40625762939449,-81.57537841796879,Mus musculus,Nr5a1-Cre,spiny,485507735.0,0.001208331925254469,3.3895743062339895e-07,0.3719084273204498,0.003957177753967512,0.1677588234283096,0.0049255740705275155,0.0021013149742564736,0.14828964332694686,0.0004291670340097333,0.0008263116505027022,0.0011356235818674675,805.7913335700874,0.00023989400647704808,0.0001604613882592194,0.00021576881414849498,9.742825565493776e-05,,,,,4,dendrite-only,0.10227321087370139,2.8689356007915075e-05,31.478328278912894,0.33493551435464114,14.19910635961581,0.4169005759597124,0.17785529371736172,12.551235008682653,0.03632469659367389,0.06993901585564893,0.09611917688678154,68202.17628617176,0.020304628057060833,0.013581451466711815,0.018262671843856337,0.008246327294179458,,,,
344,,0.897259886172086,0.184423925569905,43.5121951219512,0.871803099002796,63.9953571428572,17.6581232275153,0.15297620164023498,1.125425,5.4753099999999995,1.024975,-49.34375,-49.0729192097982,-51.770835876464794,False,False,False,,396483885,495334973.0,105.3152,0.0505500000000001,6.0,324.085195788515,336.387762440681,dendrite-only,21.0,46.0,1853.0,4.0,25.0,120.0939,382.916115321028,236.14763619215802,1.123485,5.4734383333333305,1.02346833333333,34.0,33.9791666666667,31.770832697550503,396349124,36,155.781254172325,0.0507714226841927,0.1144,0.1144,0.28,2.372375552,1.139325,5.49510666666667,1.67486833333333,-53.6875,-53.9583346048991,-81.4479166666667,167.246906789713,321906005,False,3D Neuron Reconstruction morphology,21.026399031766,110.0,111.333333333333,343.33333333333303,1.12306,5.473,1.02308166666667,-36.1562538146973,-36.7083333333333,-44.5416692097982,396349128,2244.81055059151,1296.75396724498,66.6585788842,1.139325,5.49510666666667,1.67486833333333,-53.6875,-53.9583346048991,-81.4479166666667,3.05444884735435,2.7734693276471902,2.96563140841215,-99.0625,-81.7539978027344,Mus musculus,Nr5a1-Cre,spiny,473834758.0,9.330218052605587e-07,3.4360506575431547e-10,0.6296238577931146,0.0008530343698444631,0.09973259863798643,0.009307910868862002,0.0002459472964472416,0.18529068169230195,0.00019713629418496737,0.0027475389502263857,0.004818282715904743,996.8588551516887,0.00017704411058309542,0.0009864426623963664,4.391065284769604e-05,2.4075509254132303e-06,,,,,4,dendrite-only,0.0001560450108971824,5.74668844046852e-08,105.30264265690454,0.14266735974179848,16.679968628303175,1.5567193014915197,0.041133924564093725,30.989293369994805,0.03297043541842268,0.4595173907096182,0.8058428802734057,166721.56003005448,0.0296100798603586,0.1649794840112014,0.007343920863894065,0.0004026554452140738,,,,
373,,0.9020081127665368,0.323490914245255,41.4791666666667,0.906530978625654,81.065,-31.6337477046513,0.199866664640298,1.111025,4.33155166666667,1.0246680000000001,-49.718753814697294,-50.375,-50.7500022888184,False,False,False,,464359678,492100683.0,168.06643200000005,0.0399100000000001,5.0,337.609252935846,338.105089357793,dendrite-only,24.0,53.0,2117.0,5.0,29.0,97.053,390.889241611918,276.098178210167,1.10924,4.3300516666666695,1.023317,45.0,47.1979179382324,48.9562515258789,464299028,38,163.28124701976802,0.0542853847146034,0.1144,0.1144,0.28,2.010441728,1.13772,4.35182666666667,1.418655,-53.84375,-54.59375,-79.00000305175779,392.597304062829,422738880,False,3D Neuron Reconstruction morphology,17.5390899556755,90.0,82.7083333333333,750.0,1.1089,4.329701666666669,1.02301,-38.09375,-37.9479179382324,-49.19375,464299034,2520.25099212963,2562.1373677519396,217.302118811378,1.13772,4.35182666666667,1.418655,-53.84375,-54.59375,-79.00000305175779,3.66027827049388,3.5922961059664,4.25413685647926,-97.03125,-78.56536865234379,Mus musculus,Nr5a1-Cre,spiny,480633088.0,,4.098041889677397e-08,,,,0.02908227216803028,0.0008383609110772824,0.11935424270247535,0.0003038728724579118,1.6346549217707147e-05,0.005070253884930231,931.7880513531699,3.502086892562939e-07,0.0007818234537742858,1.5281045736845697e-07,0.00013309240797031754,0.09291989261237893,0.0003813803521859165,0.014500093459807557,0.0070722804621065295,4,dendrite-only,,1.6088801978238873e-05,,,,11.417621649190133,0.3291382335205982,46.858153913452405,0.11929967050480406,0.006417611153602172,1.9905680061376938,365817.47691921133,0.00013749098726139803,0.3069417802048744,5.9992973595464066e-05,0.05225172056037684,36.480099333427546,0.14972889809072307,5.692697600979505,2.7765582429992417
374,,0.9052572026048941,0.397360751295838,40.3,0.897160180647763,80.16090909090909,-19.1843745750431,0.1875,1.25709,5.00073,1.025385,-44.843753814697294,-43.6250025431315,-49.59375190734861,False,False,False,,487601870,496123846.0,110.627536,0.07257000000000001,9.0,494.31309393745596,534.833249095243,dendrite-only,35.0,79.0,3023.0,9.0,44.0,115.0458,599.200155529603,261.475923963948,1.2543950000000001,4.99862,1.0234475,29.8437519073486,36.3333346048991,31.2187519073486,487601631,46,129.68769669532801,0.0590607635676861,0.1144,0.1144,0.28,1.9687422719999998,1.290045,5.04679666666667,1.6319925,-52.906253814697294,-51.677085876464794,-74.8593826293945,323.79156779006,487601493,False,3D Neuron Reconstruction morphology,15.9206166532883,110.0,99.4583333333333,860.0000610351559,1.2539,4.99816666666667,1.0230549999999998,-38.59375,-36.8958346048991,-42.59375,487601615,3489.18156443925,4354.05921320222,516.373965185276,1.290045,5.04679666666667,1.6319925,-52.906253814697294,-51.677085876464794,-74.8593826293945,3.5197300480572404,3.5683947220967003,3.25268357751218,-89.03125762939449,-74.27850341796879,Mus musculus,Cux2-CreERT2,spiny,488461970.0,0.00048461937620903895,8.449897711889456e-05,0.7797884424273417,6.556332883755346e-05,0.03197675756800196,0.0006975865826010022,0.002597130892297517,0.14889011666937302,0.00028601974218794455,0.003335952195592621,0.0010853694434135991,470.0580170762339,0.00028170282344821244,0.000849498825304571,5.289482113046212e-05,1.2118364997173786e-07,,,,,4,dendrite-only,0.15691566760416564,0.02736005627798328,252.48892231811791,0.021228853033846685,10.353804465786022,0.2258726532496887,0.8409290833730105,48.209364304821236,0.09261078074194334,1.0801531914836278,0.3514334737143141,152200.8223014006,0.09121299885518319,0.27506055648118133,0.017126897061807124,3.923824401487086e-05,,,,
377,,0.838192451730583,0.302617129226233,49.4166666666667,0.734052460956693,70.8525,-15.9587482118084,0.19202507144865505,1.136395,8.06260833333334,1.025059,-48.34375,-47.2187525431315,-53.006251525878895,False,False,False,,471794852,491392868.0,121.16748,0.0579350000000001,15.0,851.288125392502,934.754306198061,dendrite-only,30.0,67.0,3201.0,7.0,37.0,53.6371,927.5443748990648,241.957023896748,1.13424,8.06080666666667,1.023485,44.8125,42.8229179382324,43.725001525878895,471789608,40,115.46867340803101,0.12278828024864201,0.1144,0.1144,0.28,2.147547136,1.1479549999999998,8.08407833333333,1.1174629999999999,-48.96875,-51.2291679382324,-76.87500305175779,172.45894107008098,471786879,False,3D Neuron Reconstruction morphology,13.6680116419205,209.99998474121102,176.0,889.999938965,1.133805,8.060356666666669,1.02311,-33.34375,-31.927085240682,-44.8125022888184,471789612,3657.15712807279,3493.35828659139,319.097066618136,1.1479549999999998,8.08407833333333,1.1174629999999999,-48.96875,-51.2291679382324,-76.87500305175779,2.80983249760513,2.5102833191973,2.62786801806535,-90.3125,-75.919319152832,Mus musculus,Ntsr1-Cre_GN220,spiny,480632594.0,6.85101405017985e-07,3.645626432950758e-05,0.8185729039999134,1.5559780273320624e-07,0.025225007414684933,7.05576552555144e-06,0.036943951384256095,0.07391307361103003,0.0007218431730676287,0.003006350481404111,7.674756611380292e-05,537.8849467797713,0.0009231660818428293,0.0003480133127706353,2.2618397414069016e-05,5.221247017476315e-07,,,,,6a,dendrite-only,0.00011815186283502636,0.006287208741637843,141.17021621248614,2.68342322922001e-05,4.350278067221504,0.0012168298509753848,6.3713147346733585,12.746970406193185,0.12448830924591045,0.5184720205084812,0.013235803981692482,92763.06833917623,0.15920824490643004,0.06001800739871465,0.0039007448667326004,9.004507316992839e-05,,,,
391,,0.919570950809402,0.42361562481856,41.704545454545496,0.817027386531113,39.4589583333333,,0.544505494505495,1.08675,3.01721166666667,1.02391375,-58.093753814697294,-58.7812525431315,-59.750003814697294,False,False,False,,473573682,657256518.0,352.433632,0.02671,4.0,208.96039450800203,230.879637496807,full,22.0,48.0,1938.0,4.0,26.0,60.2975,290.29964587472597,327.310902284944,1.08607,3.01646166666667,1.02322625,35.34375,34.4270833333333,34.3203153610229,473551201,25,150.000005960464,0.254479914903641,0.1144,0.1144,0.28,2.245753856,1.09886,3.0370666666666697,1.23908375,-51.53125,-53.864585876464794,-70.0546951293945,356.208499117632,473540161,False,3D Neuron Reconstruction morphology,16.5441979073653,50.0,49.875,419.99996948242205,1.0857450000000002,3.0161166666666697,1.0229325,-37.3125,-36.0,-42.062500953674295,473551205,2263.66266057433,3040.8479967252,378.35125171718397,1.08675,3.01724833333333,1.23908375,-58.093753814697294,-58.91667048136389,-70.0546951293945,1.35947406121151,1.32181360746462,1.4283511001692,-101.96875762939501,-69.60073089599611,Mus musculus,Sst-IRES-Cre,aspiny,476637699.0,,0.002089087769487684,,,,0.03831359021182579,0.00015091253775215916,0.1933851784086935,0.0005081016706655058,0.006239742013017699,0.0019363329791359653,999.7056248290199,0.00021743086868874267,0.0001850015734259432,1.938331392165155e-06,,0.08574810655425702,1.629614908521624e-08,0.006831230913278419,0.003788277285511451,2/3,full,,0.7441508188942095,,,,13.64762646516246,0.053756328570729595,68.8854441525562,0.1809901335069212,2.2226491373382666,0.6897382642899953,356103.6401797997,0.07745072339745995,0.06589913280445561,0.00069045011599574,,30.544204337870678,5.804826807042049e-06,2.4333425107448763,1.3494165661134512
396,,0.9138987155589441,0.35579182466739506,40.59574468085111,0.957759696120313,91.33714285714292,-32.0906252959663,0.18630138176917704,1.080395,3.3602,1.0247959999999998,-47.812503814697294,-51.020835876464794,-52.2750015258789,False,False,False,,480174751,491253869.0,228.0352,0.0307650000000002,9.0,360.26280767309305,389.515274455989,dendrite-only,24.0,53.0,1964.0,5.0,29.0,35.4288,474.623543751368,171.992532268475,1.0787149999999999,3.35851,1.023356,23.1562519073486,32.145833969116204,32.087501144409195,480125545,33,263.437449932098,0.0362643152475357,0.1144,0.1144,0.28,1.2502837759999998,1.629585,3.38436,1.7401689999999999,-46.90625,-52.7500025431315,-74.8562545776367,224.939886011385,480124551,False,3D Neuron Reconstruction morphology,23.2744910340676,90.0,58.4166666666667,440.0,1.078225,3.35802333333333,1.022989,-33.59375,-34.1875,-47.0937522888184,480125549,2251.00166025621,2520.88719976536,280.859796207009,1.0804200000000002,3.38436,1.7401689999999999,-47.906253814697294,-52.7500025431315,-74.8562545776367,2.3962109066716804,2.4318027470250603,3.08848794720137,-97.90625762939449,-73.1930770874023,Mus musculus,Rorb-IRES2-Cre,spiny,482657381.0,0.00015955750836979218,0.0004995667544126552,0.4342032869643361,0.0004706734410924616,0.002686222496429775,7.4547902519763246e-06,0.15407269668113974,0.2675367251356656,0.0005881062619445992,0.0002562964210976938,0.0001395632865329644,999.6517563117516,0.0002860289435424122,0.00014634678882427974,1.764404303045822e-07,0.00016817514852550812,,,,,4,dendrite-only,0.03589084774496166,0.11237248879266022,97.66963787552645,0.10587323018792465,0.6042385821481316,0.0016768796695183386,34.65709482892227,60.17968045587587,0.13228855552439986,0.057651287746841175,0.03139334976409927,224861.55211584622,0.06433931795638707,0.03291922999626572,3.968849028051244e-05,0.03782929873927554,,,,
402,,0.9235312821706501,0.330107601968987,81.8611111111111,0.952555264526848,15.797641509434,-36.6562509512836,0.708620529915688,1.8846900000000002,18.70071,1.02411,-52.84375,-63.09375190734861,-65.03125,False,False,False,,467901110,491771079.0,91.548384,0.15087,4.0,332.043566612109,359.61614237136,dendrite-only,18.0,43.0,3174.0,7.0,25.0,93.8165,388.525411266149,392.14757428064087,1.883775,18.7000225,1.023297,3.656250238418581,15.5625,11.8250005722046,467864396,69,85.1564332842827,0.043092142790556,0.1144,0.1144,0.28,1.983620224,,,1.608311,,,-80.7250045776367,801.589268065938,467782778,False,3D Neuron Reconstruction morphology,5.0333832620121,509.99996948242205,442.0,201.99998779296902,1.88345,18.699720000000006,1.023046,-28.34375,-39.71875,-46.6875022888184,467864376,3644.1724776090796,3788.53066166456,336.57623786753896,1.8847650000000002,18.700770000000002,1.608311,-52.9375,-63.23437690734861,-80.7250045776367,1.22503990082792,1.21202115731228,1.3326871093809298,-87.5,-79.88938903808591,Mus musculus,Scnn1a-Tg2-Cre,aspiny,478513451.0,,0.000174466579083285,,,,0.12508709195373358,0.04280117037703272,1.082993656719728,0.00010749285304769552,0.009070935531368687,0.005342838236948568,20.002290561014334,3.230946022920693e-07,0.0005196340351551866,1.9370006339701093e-06,,0.0626071847398044,2.8071554620437797e-10,0.16925804595224264,1.0712779266037165e-05,5,dendrite-only,,0.1398505374293385,,,,100.26847048368998,34.308958834891165,868.1160926100205,0.08616511739682169,7.271164573263136,4.28276179175031,16033.6214504457,0.00025898916576735513,0.41653306590219596,0.0015526789204273576,,50.185247391248765,2.2501856921669732e-07,135.67543316912906,0.008587248890814686
411,,0.8828488551825621,0.548866404760729,81.0277777777778,1.0,78.4963636363636,-17.7824994312958,0.241342751727891,1.10622,3.11462,1.0250920000000001,-55.28125,-56.177085876464794,-55.0500022888184,False,False,False,,528038407,563819082.0,185.931792,0.03366,9.0,610.8534244877901,699.524542326187,full,18.0,41.0,3001.0,5.0,23.0,136.6137,822.48241601227,365.16714900009697,1.10448,3.1127599999999997,1.023468,44.125,44.0416679382324,44.5500022888184,527959670,37,221.406131982803,0.239700943231583,0.1144,0.1144,0.28,1.44482496,1.10666,3.13612666666667,,-55.781253814697294,-56.895835876464794,,280.526000659147,527952884,False,3D Neuron Reconstruction morphology,23.237702004501802,50.0,52.0833333333333,530.0,1.10404,3.1123066666666697,1.02308,-40.4375,-39.270835876464794,-44.5812522888184,527959674,3805.4134882048297,6544.041642202989,924.634884796079,1.10666,3.13612666666667,1.52598,-55.781253814697294,-56.895835876464794,-67.5187515258789,3.26427857773841,3.3022059932447005,3.2264617109060403,-89.78125762939449,-66.60353851318361,Homo Sapiens,Human,spiny,626170709.0,0.0003408221448736093,0.005766004813494249,2.053808334514681,0.001983583064815153,8.370143738944957e-05,0.0005156799865624617,0.4841683648822777,0.4492002892575576,0.0009610538621567576,0.00964864532074242,7.4272125002753e-05,175.16982466877238,0.00043254042107617016,0.0002680384185644076,1.6307512951158188e-05,1.037799308786824e-07,,,,,4,full,0.09560947323746602,1.6175142701109324,576.1466382018269,0.5564466241478083,0.02348042948028428,0.14466164425033004,135.82181504610395,126.01236064035461,0.2696005963688623,2.7066958836064634,0.020835262187478536,49139.6903504947,0.12133883444792141,0.07519174558287571,0.00457468138888565,2.9112968958079488e-05,,,,
415,,0.8999002038759741,0.18283483717282,41.5932203389831,0.886661867329646,49.72,-30.868748529533402,0.23728813559321998,1.21014,5.159475,1.02492,-40.9687538146973,-42.7291679382324,-46.6354192097982,False,False,False,,478894631,491770934.0,144.51828799999996,0.0387150000000001,8.0,391.89054749159203,415.858442443158,dendrite-only,30.0,66.0,2597.0,6.0,36.0,138.8332,408.903544514823,301.601799040449,1.20835,5.157655,1.0234299999999998,37.0625038146973,33.2187512715658,33.9166692097982,478894353,32,72.91667163372041,0.0367374606430531,0.1144,0.1144,0.28,3.2960931839999996,1.25553,5.19448,1.7242933333333301,-50.15625,-50.0833346048991,-73.3333333333333,118.853892045857,478892782,False,3D Neuron Reconstruction morphology,17.5487594518648,90.0,103.416666666667,263.33333333333303,1.207945,5.15722166666667,1.023075,-32.0312538146973,-32.7500012715658,-41.4583371480306,478894359,3020.36799336486,1730.87741847207,79.85254726096521,1.25553,5.19448,1.7242933333333301,-50.15625,-50.0833346048991,-73.3333333333333,2.9490627934845297,2.76916904417912,2.9878989620167498,-83.7812576293945,-72.4729232788086,Mus musculus,Scnn1a-Tg2-Cre,spiny,479694856.0,4.579657434056196e-07,0.00027507339079641885,0.9692037973176016,1.8927469758797406e-05,0.06101392322906341,2.5927523218366447e-05,0.021656993807184097,0.17777598474461204,0.0006495017572885363,0.005138387552789225,0.00020614986997590063,507.6281269971817,0.0006414811998899376,8.734170890589593e-05,1.2053240061023039e-07,1.4668400933063896e-07,,,,,4,dendrite-only,5.4431011027432156e-05,0.0326935430944054,115.19364349682088,0.0022496034474133297,7.251742244761309,0.0030815870456121766,2.5740180039968523,21.12936769918204,0.0771958117443661,0.6107173594889859,0.02450171439138315,60333.57860556362,0.07624253728116545,0.010380902041402022,1.432574493015631e-05,1.7433965409837244e-05,,,,
423,,0.897934317687837,0.34440775199411305,118.8,0.9919276683352579,39.8000000000001,11.164999480506301,0.28080707891039397,1.10522,8.69026,1.023944,-65.03125,-64.8333384195964,-63.5875022888184,False,False,False,,528688334,667319659.0,159.02096,0.02518,3.0,379.87190106305604,420.167324834603,full,10.0,26.0,2468.0,6.0,16.0,83.8324,625.630284884165,371.012474348984,1.10448,8.68938666666667,1.023236,32.0937538146973,29.854168574015304,35.6312507629395,528687887,41,63.2810592651367,0.12643112242221802,0.1144,0.1144,0.28,1.09199616,,,,,,,752.51275683759,528687520,False,3D Neuron Reconstruction morphology,7.919525980221048,120.0,191.875,750.0,1.10418,8.68907333333333,1.022964,-43.9375,-36.3020846048991,-48.15000305175779,528687868,2917.0963384140996,3157.5667675675604,273.870722177152,1.1052799999999998,8.69036666666667,1.34696,-65.2187576293945,-64.9895884195964,-74.31250305175779,1.60858716264699,1.51914388600868,1.71044848971967,-82.4375,-73.1168594360352,Homo Sapiens,Human,aspiny,626170670.0,,6.001419112734778e-10,,,,9.570861118767016e-11,0.001521921604028382,0.19378970899931425,0.0004387354945414791,0.009889177813159624,0.0004522104215695085,583.013812016323,7.863932000609959e-06,0.0008697191853595387,1.195877451482779e-06,,0.0684081679408105,3.995285153826747e-10,0.009421192450447495,4.296898010406474e-07,5,full,,4.5161444414618516e-07,,,,7.202195085793069e-08,1.145265421938085,145.82922816582828,0.33015405651991186,7.441732459037878,0.34029411100595963,438725.33095479565,0.005917709149362345,0.6544747818494494,0.0008999130378552173,,51.478019047348155,3.0065030454584606e-07,7.089567503583735,0.00032334705676609316
449,,0.9019111475466679,0.441493668982764,36.9803921568627,0.8208471942895541,98.91944444444452,-17.069999927454802,0.168939386460624,1.10762,5.15272666666667,1.025241,-43.500003814697294,-46.60417048136389,-52.6125015258789,False,False,False,,486125048,500961607.0,138.625328,0.041280000000000004,22.0,652.889561376241,747.589275198399,dendrite-only,51.0,111.0,3993.0,9.0,60.0,147.1125,752.430029091729,273.37748865367,1.10481,5.1502099999999995,1.02349,41.40625,42.8125,40.9000007629395,486115700,50,113.28132450580601,0.16412682831287398,0.1144,0.1144,0.28,2.89088384,1.134815,5.19458333333333,1.0868659999999999,-52.625003814697294,-56.26042048136389,-70.4187545776367,665.1312233830903,486111903,False,3D Neuron Reconstruction morphology,13.429178502616198,209.99998474121102,103.25,969.9999389648441,1.104375,5.149769999999998,1.023123,-36.03125,-38.0625038146973,-45.40000305175779,486115704,4714.020430370139,6548.33578547266,854.8631825852451,1.134815,5.19458333333333,1.0868659999999999,-52.625003814697294,-56.26042048136389,-70.4187545776367,3.94154930536264,3.61017106012998,3.34298067265536,-81.6562576293945,-69.3053436279297,Mus musculus,Rbp4-Cre_KL100,spiny,486556811.0,6.431774527415612e-08,0.0016048012879071663,0.8973318095941418,3.5320030278285234e-08,0.014066988273445463,1.4799442801555207e-05,0.2160694522906408,0.10387574769441993,0.0003425366456967047,0.00642497815758423,0.00011630595964028933,300.62733932558587,0.00023233034042048858,0.0009017675508236812,1.0166696299648586e-05,9.365286537058084e-06,,,,,5,dendrite-only,4.277974059944143e-05,1.0674034439124525,596.8434042959138,2.349245494892365e-05,9.356393119632365,0.009843571495986483,143.7145391377882,69.09100314382275,0.22783181820578935,4.273453582163632,0.07735872522228997,199956.62998803033,0.1545301635528894,0.5997937542865281,0.006762187147549601,0.006229144491726629,,,,
